clip,segment,actual_type,is_noisy,verdict,conf_synthetic,conf_real,correct
rasa_Hindi_Male_015_multi_no_wn_hu_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_015_multi_wn_no_no_no,0,white_noise,True,synthetic,0.994,0.006,True
rasa_Hindi_Male_015_multi_wn_no_no_no,1,genuine,False,synthetic,0.5508,0.4492,False
rasa_Hindi_Male_015_multi_wn_no_no_no,2,genuine,False,synthetic,0.9048,0.0952,False
rasa_Hindi_Male_015_multi_wn_no_no_no,3,genuine,False,synthetic,0.5157,0.4843,False
rasa_Hindi_Male_016_multi_hu_cr_wn_no,0,human,True,synthetic,0.9995,0.0005,True
rasa_Hindi_Male_016_multi_hu_cr_wn_no,1,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_016_multi_hu_cr_wn_no,2,white_noise,True,synthetic,0.9908,0.0092,True
rasa_Hindi_Male_016_multi_hu_cr_wn_no,3,genuine,False,real,0.2523,0.7477,True
rasa_Hindi_Male_016_multi_no_hv_hu_ra,0,genuine,False,synthetic,0.7727,0.2273,False
rasa_Hindi_Male_016_multi_no_hv_hu_ra,1,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_016_multi_no_hv_hu_ra,2,human,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_016_multi_no_hv_hu_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_016_multi_ou_no_no_no,0,outdoor,True,synthetic,0.9966,0.0034,True
rasa_Hindi_Male_016_multi_ou_no_no_no,1,genuine,False,synthetic,0.7456,0.2544,False
rasa_Hindi_Male_016_multi_ou_no_no_no,2,genuine,False,real,0.4004,0.5996,True
rasa_Hindi_Male_016_multi_ou_no_no_no,3,genuine,False,real,0.2523,0.7477,True
rasa_Hindi_Male_016_multi_ou_wn_no_hv,0,outdoor,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_016_multi_ou_wn_no_hv,1,white_noise,True,synthetic,0.9841,0.0159,True
rasa_Hindi_Male_016_multi_ou_wn_no_hv,2,genuine,False,real,0.4004,0.5996,True
rasa_Hindi_Male_016_multi_ou_wn_no_hv,3,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_017_multi_cr_no_ou_ra,0,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_017_multi_cr_no_ou_ra,1,genuine,False,real,0.4397,0.5603,True
rasa_Hindi_Male_017_multi_cr_no_ou_ra,2,outdoor,True,synthetic,0.9961,0.0039,True
rasa_Hindi_Male_017_multi_cr_no_ou_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_017_multi_hv_cr_hu_no,0,hvac,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_017_multi_hv_cr_hu_no,1,crowd,True,synthetic,0.9997,0.0003,True
rasa_Hindi_Male_017_multi_hv_cr_hu_no,2,human,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_017_multi_hv_cr_hu_no,3,genuine,False,synthetic,0.6799,0.3201,False
rasa_Hindi_Male_017_multi_no_cr_no_no,0,genuine,False,real,0.4469,0.5531,True
rasa_Hindi_Male_017_multi_no_cr_no_no,1,crowd,True,synthetic,0.9997,0.0003,True
rasa_Hindi_Male_017_multi_no_cr_no_no,2,genuine,False,synthetic,0.6284,0.3716,False
rasa_Hindi_Male_017_multi_no_cr_no_no,3,genuine,False,synthetic,0.6799,0.3201,False
rasa_Hindi_Male_017_multi_no_no_hu_ou,0,genuine,False,real,0.4469,0.5531,True
rasa_Hindi_Male_017_multi_no_no_hu_ou,1,genuine,False,real,0.4397,0.5603,True
rasa_Hindi_Male_017_multi_no_no_hu_ou,2,human,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_017_multi_no_no_hu_ou,3,outdoor,True,synthetic,0.9974,0.0026,True
rasa_Hindi_Male_018_multi_no_no_no_wn,0,genuine,False,synthetic,0.836,0.164,False
rasa_Hindi_Male_018_multi_no_no_no_wn,1,genuine,False,synthetic,0.9391,0.0609,False
