file,gt_assignment,is_manipulated,n_noisy_segs,dominant_type,dominant_conf,dominant_correct,seg0_ratio,seg0_type,seg0_conf,seg1_ratio,seg1_type,seg1_conf,seg2_ratio,seg2_type,seg2_conf,seg3_ratio,seg3_type,seg3_conf
rasa_Hindi_Male_004_multi_no_no_ra_no.wav,s2=rain,True,1,rain,7.462,True,1.2841,genuine,0.0,0.7159,genuine,0.0,1739.6039,rain,1.0,1.8315,genuine,0.0
rasa_Hindi_Male_004_multi_wn_no_hv_no.wav,s0=white_noise; s2=hvac,True,2,white_noise,3.8129,True,2049.4933,white_noise,1.0,0.5621,genuine,0.0,216.3465,hvac,1.0,1.4379,genuine,0.0
rasa_Hindi_Male_005_multi_hu_no_wn_hv.wav,s0=human; s2=white_noise; s3=hvac,True,3,human,1.0035,True,19.2987,human,1.0,0.0036,genuine,0.0,18.1366,white_noise,1.0,1.9964,hvac,1.0
rasa_Hindi_Male_005_multi_hv_no_no_no.wav,s0=hvac,True,2,hvac,3.3527,True,815.7307,hvac,1.0,0.8072,genuine,0.0,5.1232,crowd,1.0,1.1928,genuine,0.0
rasa_Hindi_Male_005_multi_no_no_hv_no.wav,s2=hvac,True,2,rain,3.3898,False,4.8356,crowd,1.0,0.8072,genuine,0.0,878.6565,rain,1.0,1.1928,genuine,0.0
rasa_Hindi_Male_005_multi_no_wn_hu_ra.wav,s1=white_noise; s2=human; s3=rain,True,3,human,0.5311,True,0.0047,genuine,0.0,1.9953,white_noise,1.0,3.9203,human,1.0,3.3298,rain,1.0
rasa_Hindi_Male_006_multi_no_no_no_hv.wav,s3=hvac,True,2,rain,3.4351,False,0.7324,genuine,0.0,1.2676,genuine,0.0,2.0301,crowd,1.0,962.0726,rain,1.0
rasa_Hindi_Male_006_multi_no_no_ra_ou.wav,s2=rain; s3=outdoor,True,2,rain,4.2674,True,0.7324,genuine,0.0,1.2676,genuine,0.0,5087.3774,rain,1.0,1043.3337,outdoor,1.0
rasa_Hindi_Male_006_multi_no_ra_hu_no.wav,s1=rain; s2=human,True,2,rain,4.6663,True,0.8572,genuine,0.0,11299.6697,rain,1.0,4535.5301,human,0.9996,1.1428,genuine,0.0
rasa_Hindi_Male_006_multi_wn_no_no_no.wav,s0=white_noise,True,1,white_noise,8.2821,True,3951.4126,white_noise,1.0,1.1298,genuine,0.0,1.8093,genuine,0.0,0.8702,genuine,0.0
rasa_Hindi_Male_007_multi_no_cr_no_no.wav,s1=crowd,True,2,crowd,4.9556,True,8.1226,crowd,1.0,2208.134,crowd,1.0,1.3033,genuine,0.0,0.6967,genuine,0.0
rasa_Hindi_Male_007_multi_no_hu_no_ra.wav,s1=human; s3=rain,True,2,rain,3.6248,True,1.7235,genuine,0.0,647.0856,human,1.0,0.2765,genuine,0.0,1406.5399,rain,1.0
rasa_Hindi_Male_007_multi_no_no_cr_no.wav,s2=crowd,True,2,hvac,3.7955,False,6.8158,crowd,1.0,1.4154,genuine,0.0,1979.2096,hvac,1.0,0.5846,genuine,0.0
rasa_Hindi_Male_007_multi_no_no_no_hu.wav,s3=human,True,2,human,4.1127,True,5.433,crowd,1.0,1.1282,genuine,0.0,0.8718,genuine,0.0,3733.8614,human,1.0
rasa_Hindi_Male_008_multi_hu_ou_no_no.wav,s0=human; s1=outdoor,True,2,outdoor,6.4432,True,1724.0109,outdoor,0.9181,420.4655,outdoor,1.0,1.4924,genuine,0.0,0.5076,genuine,0.0
rasa_Hindi_Male_008_multi_no_cr_no_no.wav,s1=crowd,True,2,crowd,4.7014,True,0.7646,genuine,0.0,2616.0128,crowd,1.0,3.6318,crowd,1.0,1.2354,genuine,0.0
rasa_Hindi_Male_008_multi_no_ra_cr_wn.wav,s1=rain; s2=crowd; s3=white_noise,True,3,white_noise,0.6107,True,0.0006,genuine,0.0,4.1127,rain,1.0,1.9994,hvac,1.0,5.2474,white_noise,1.0
rasa_Hindi_Male_008_multi_ra_no_ou_hv.wav,s0=rain; s2=outdoor; s3=hvac,True,3,rain,0.8564,True,12.0545,rain,1.0,0.009,genuine,0.0,1.991,outdoor,1.0,3.5602,hvac,1.0
rasa_Hindi_Male_009_multi_cr_no_no_ra.wav,s0=crowd; s3=rain,True,2,rain,3.9735,True,360.9139,crowd,1.0,1.5574,genuine,0.0,0.4426,genuine,0.0,2826.1009,rain,1.0
rasa_Hindi_Male_009_multi_no_no_hv_ra.wav,s2=hvac; s3=rain,True,2,rain,3.8284,True,0.5509,genuine,0.0,1.4491,genuine,0.0,599.75,hvac,1.0,2113.7884,rain,1.0
rasa_Hindi_Male_009_multi_ra_no_ou_no.wav,s0=rain; s2=outdoor,True,2,rain,3.9404,True,2645.1552,rain,1.0,1.5454,genuine,0.0,695.331,outdoor,1.0,0.4546,genuine,0.0
rasa_Hindi_Male_009_multi_wn_ou_no_cr.wav,s0=white_noise; s1=outdoor; s3=crowd,True,3,white_noise,0.7574,True,8.7019,white_noise,1.0,1.9985,outdoor,1.0,0.0015,genuine,0.0,3.8185,crowd,1.0
rasa_Hindi_Male_010_multi_no_hu_no_no.wav,s1=human,True,2,human,3.7846,True,1.3119,genuine,0.0,1936.7763,human,1.0,2.9033,crowd,1.0,0.6881,genuine,0.0
rasa_Hindi_Male_010_multi_no_ou_no_no.wav,s1=outdoor,True,2,human,2.9884,False,1.3119,genuine,0.0,393.2085,human,1.0,2.9033,crowd,1.0,0.6881,genuine,0.0
rasa_Hindi_Male_010_multi_no_wn_ou_hu.wav,s1=white_noise; s2=outdoor; s3=human,True,3,outdoor,1.0229,True,0.0036,genuine,0.0,4.9561,white_noise,1.0,1.9964,outdoor,1.0,6.1804,outdoor,1.0
rasa_Hindi_Male_010_multi_wn_no_no_hu.wav,s0=white_noise; s3=human,True,2,white_noise,3.4681,True,1027.7561,white_noise,1.0,0.976,genuine,0.0,1.024,genuine,0.0,778.0222,human,0.9937
rasa_Hindi_Male_011_multi_hv_no_no_wn.wav,s0=hvac; s3=white_noise,True,2,white_noise,3.8002,True,262.5625,hvac,1.0,1.6668,genuine,0.0,0.3332,genuine,0.0,1997.845,white_noise,1.0
rasa_Hindi_Male_011_multi_no_no_wn_no.wav,s2=white_noise,True,2,white_noise,4.092,True,0.5996,genuine,0.0,3.9751,hvac,0.8482,3582.365,white_noise,1.0,1.4004,genuine,0.0
rasa_Hindi_Male_011_multi_no_wn_no_hv.wav,s1=white_noise; s3=hvac,True,2,white_noise,4.301,True,0.8601,genuine,0.0,5441.1328,white_noise,1.0,1.1399,genuine,0.0,1167.8333,hvac,1.0
rasa_Hindi_Male_011_multi_ou_wn_hu_no.wav,s0=outdoor; s1=white_noise; s2=human,True,3,outdoor,1.2964,True,1.9932,outdoor,1.0,18.4688,white_noise,1.0,18.0385,outdoor,0.9479,0.0068,genuine,0.0
rasa_Hindi_Male_012_multi_cr_wn_no_hu.wav,s0=crowd; s1=white_noise; s3=human,True,3,human,0.8793,True,1.9989,crowd,0.9999,6.9134,white_noise,1.0,0.0011,genuine,0.0,12.9822,human,1.0
rasa_Hindi_Male_012_multi_hu_no_wn_no.wav,s0=human; s2=white_noise,True,2,white_noise,3.8153,True,1942.5717,human,1.0,0.1578,genuine,0.0,2059.2255,white_noise,1.0,1.8422,genuine,0.0
rasa_Hindi_Male_012_multi_no_hv_no_ou.wav,s1=hvac; s3=outdoor,True,2,outdoor,3.4224,True,1.7068,genuine,0.0,317.3714,hvac,1.0,0.2932,genuine,0.0,938.0586,outdoor,1.0
rasa_Hindi_Male_012_multi_wn_no_no_ou.wav,s0=white_noise; s3=outdoor,True,2,white_noise,5.1712,True,8936.3479,white_noise,1.0,0.7381,genuine,0.0,1.2619,genuine,0.0,2581.4583,human,0.3149
rasa_Hindi_Male_013_multi_hu_cr_ra_no.wav,s0=human; s1=crowd; s2=rain,True,3,rain,0.6191,True,3.9884,outdoor,0.6252,1.9983,hvac,1.0,5.406,rain,1.0,0.0017,genuine,0.0
rasa_Hindi_Male_013_multi_hv_wn_ou_no.wav,s0=hvac; s1=white_noise; s2=outdoor,True,3,white_noise,0.8249,True,2.1416,hvac,1.0,8.6953,white_noise,1.0,1.9958,rain,0.3376,0.0042,genuine,0.0
rasa_Hindi_Male_013_multi_no_no_no_hv.wav,s3=hvac,True,2,hvac,4.7956,True,12.1863,hvac,1.0,1.6217,genuine,0.0,0.3783,genuine,0.0,1108.7856,hvac,1.0
rasa_Hindi_Male_013_multi_ou_no_cr_no.wav,s0=outdoor; s2=crowd,True,2,hvac,3.6954,False,745.4594,human,1.0,0.9089,genuine,0.0,1619.8867,hvac,1.0,1.0911,genuine,0.0
rasa_Hindi_Male_014_multi_hu_no_ou_no.wav,s0=human; s2=outdoor,True,2,human,6.71,True,3619.2019,human,0.7072,1.4174,genuine,0.0,2047.8004,human,1.0,0.5826,genuine,0.0
rasa_Hindi_Male_014_multi_hu_no_ou_ra.wav,s0=human; s2=outdoor; s3=rain,True,3,rain,0.6883,True,3.6345,human,1.0,0.0014,genuine,0.0,1.9986,outdoor,1.0,6.8856,rain,1.0
rasa_Hindi_Male_014_multi_hv_no_ra_wn.wav,s0=hvac; s2=rain; s3=white_noise,True,3,rain,1.081,True,1.9963,hvac,1.0,0.0037,genuine,0.0,24.6104,rain,1.0,16.1652,white_noise,1.0
rasa_Hindi_Male_014_multi_no_ou_no_no.wav,s1=outdoor,True,2,outdoor,3.6386,True,1.2557,genuine,0.0,1344.1226,outdoor,1.0,2.8991,human,0.3187,0.7443,genuine,0.0
rasa_Hindi_Male_015_multi_no_no_no_ou.wav,s3=outdoor,True,1,outdoor,6.4947,True,1.2033,genuine,0.0,1.7077,genuine,0.0,0.7967,genuine,0.0,660.6095,outdoor,1.0
rasa_Hindi_Male_015_multi_no_ra_no_hv.wav,s1=rain; s3=hvac,True,2,rain,4.2399,True,1.2033,genuine,0.0,4815.4904,rain,1.0,0.7967,genuine,0.0,510.7442,hvac,1.0
rasa_Hindi_Male_015_multi_no_wn_hu_cr.wav,s1=white_noise; s2=human; s3=crowd,True,3,white_noise,0.6417,True,0.0019,genuine,0.0,5.8568,white_noise,1.0,3.639,human,1.0,1.9981,crowd,1.0
rasa_Hindi_Male_015_multi_wn_no_no_no.wav,s0=white_noise,True,2,white_noise,3.6426,True,1457.5889,white_noise,1.0,1.3637,genuine,0.0,0.6363,genuine,0.0,2.8577,crowd,1.0
rasa_Hindi_Male_016_multi_hu_cr_wn_no.wav,s0=human; s1=crowd; s2=white_noise,True,3,white_noise,0.4541,True,1.9976,human,1.0,2.3596,rain,1.0,2.9056,white_noise,1.0,0.0024,genuine,0.0
rasa_Hindi_Male_016_multi_no_hv_hu_ra.wav,s1=hvac; s2=human; s3=rain,True,3,white_noise,0.8663,False,0.0008,genuine,0.0,1.9992,hvac,1.0,9.2986,human,1.0,12.449,white_noise,1.0
rasa_Hindi_Male_016_multi_ou_no_no_no.wav,s0=outdoor,True,1,outdoor,4.4248,True,82.4926,outdoor,1.0,1.1421,genuine,0.0,0.8579,genuine,0.0,1.6965,genuine,0.0
rasa_Hindi_Male_016_multi_ou_wn_no_hv.wav,s0=outdoor; s1=white_noise; s3=hvac,True,3,white_noise,0.837,True,1.9954,outdoor,1.0,11.3167,white_noise,1.0,0.0046,genuine,0.0,2.4945,hvac,1.0
rasa_Hindi_Male_017_multi_cr_no_ou_ra.wav,s0=crowd; s2=outdoor; s3=rain,True,3,rain,0.76,True,1.9978,crowd,1.0,0.0022,genuine,0.0,2.1645,outdoor,1.0,8.7766,rain,1.0
rasa_Hindi_Male_017_multi_hv_cr_hu_no.wav,s0=hvac; s1=crowd; s2=human,True,3,human,0.9218,True,1.9966,hvac,1.0,2.6136,crowd,1.0,14.8866,human,1.0,0.0034,genuine,0.0
rasa_Hindi_Male_017_multi_no_cr_no_no.wav,s1=crowd,True,1,crowd,8.044,True,0.9703,genuine,0.0,3113.9405,crowd,1.0,1.4393,genuine,0.0,1.0297,genuine,0.0
rasa_Hindi_Male_017_multi_no_no_hu_ou.wav,s2=human; s3=outdoor,True,2,human,4.2491,True,1.0141,genuine,0.0,0.9859,genuine,0.0,4904.6545,human,1.0,627.9424,outdoor,1.0
rasa_Hindi_Male_018_multi_no_no_no_wn.wav,s3=white_noise,True,2,white_noise,4.1476,True,0.9525,genuine,0.0,1.0475,genuine,0.0,2.4362,crowd,1.0,4003.699,white_noise,1.0
rasa_Hindi_Male_018_multi_no_no_ou_no.wav,s2=outdoor,True,2,crowd,1.4915,False,0.9525,genuine,0.0,1.0475,genuine,0.0,806.5991,human,0.2597,3.6291,crowd,1.0
rasa_Hindi_Male_018_multi_no_wn_no_no.wav,s1=white_noise,True,2,white_noise,3.9707,True,0.5622,genuine,0.0,2810.199,white_noise,1.0,1.4378,genuine,0.0,2.1419,crowd,1.0
rasa_Hindi_Male_018_multi_ou_no_no_hu.wav,s0=outdoor; s3=human,True,2,human,3.8999,True,368.2105,outdoor,1.0,0.6014,genuine,0.0,1.3986,genuine,0.0,2439.1653,human,1.0
rasa_Hindi_Male_019_multi_cr_hu_ou_no.wav,s0=crowd; s1=human; s2=outdoor,True,3,human,0.9745,True,15.4835,hvac,1.0,17.6064,human,1.0,1.9892,outdoor,1.0,0.0108,genuine,0.0
rasa_Hindi_Male_019_multi_cr_no_ou_wn.wav,s0=crowd; s2=outdoor; s3=white_noise,True,3,hvac,0.9323,False,15.3941,hvac,1.0,0.0023,genuine,0.0,1.9977,outdoor,1.0,11.7577,white_noise,1.0
rasa_Hindi_Male_019_multi_no_ra_ou_hu.wav,s1=rain; s2=outdoor; s3=human,True,3,outdoor,0.9432,True,0.0022,genuine,0.0,6.5843,rain,1.0,1.9978,outdoor,1.0,4.6497,outdoor,1.0
rasa_Hindi_Male_019_multi_no_wn_ra_cr.wav,s1=white_noise; s2=rain; s3=crowd,True,3,rain,0.6825,True,0.0013,genuine,0.0,2.9764,white_noise,1.0,6.7495,rain,1.0,1.9987,crowd,1.0
rasa_Hindi_Male_020_multi_no_cr_ra_no.wav,s1=crowd; s2=rain,True,2,rain,3.9053,True,1.5322,genuine,0.0,1032.1385,hvac,1.0,2465.4969,rain,1.0,0.4678,genuine,0.0
rasa_Hindi_Male_020_multi_no_no_cr_wn.wav,s2=crowd; s3=white_noise,True,2,white_noise,3.6303,True,1.1619,genuine,0.0,0.8381,genuine,0.0,820.8242,hvac,1.0,1421.9715,white_noise,1.0
rasa_Hindi_Male_020_multi_no_ou_hv_cr.wav,s1=outdoor; s2=hvac; s3=crowd,True,3,outdoor,0.5892,True,0.0126,genuine,0.0,4.8575,outdoor,1.0,3.324,rain,1.0,1.9874,crowd,1.0
rasa_Hindi_Male_020_multi_ra_no_no_no.wav,s0=rain,True,2,rain,4.3256,True,5716.0654,rain,1.0,2.1776,crowd,1.0,1.0783,genuine,0.0,0.9217,genuine,0.0
rasa_Hindi_Male_021_multi_hv_no_no_no.wav,s0=hvac,True,1,hvac,6.2649,True,524.7661,hvac,1.0,0.4301,genuine,0.0,1.8297,genuine,0.0,1.5699,genuine,0.0
rasa_Hindi_Male_021_multi_no_ra_ou_no.wav,s1=rain; s2=outdoor,True,2,rain,4.189,True,0.286,genuine,0.0,4349.3489,rain,1.0,1331.3672,outdoor,1.0,1.714,genuine,0.0
rasa_Hindi_Male_021_multi_no_ra_wn_hu.wav,s1=rain; s2=white_noise; s3=human,True,3,rain,0.4608,True,0.0002,genuine,0.0,2.9839,rain,1.0,2.6168,white_noise,1.0,1.9998,human,1.0
rasa_Hindi_Male_021_multi_wn_ou_cr_no.wav,s0=white_noise; s1=outdoor; s2=crowd,True,3,white_noise,0.8378,True,11.3456,white_noise,1.0,1.9926,outdoor,1.0,2.2022,crowd,1.0,0.0074,genuine,0.0
rasa_Hindi_Male_022_multi_cr_no_ou_ra.wav,s0=crowd; s2=outdoor; s3=rain,True,3,white_noise,0.669,False,1.9965,crowd,1.0,0.0035,genuine,0.0,2.9653,outdoor,1.0,12.5049,white_noise,0.771
rasa_Hindi_Male_022_multi_hv_ou_no_hu.wav,s0=hvac; s1=outdoor; s3=human,True,3,human,0.9129,True,1.9965,hvac,1.0,3.809,outdoor,1.0,0.0035,genuine,0.0,14.4921,human,0.9994
rasa_Hindi_Male_022_multi_ou_wn_no_no.wav,s0=outdoor; s1=white_noise,True,2,white_noise,4.2516,True,356.9506,outdoor,1.0,4929.094,white_noise,1.0,1.203,genuine,0.0,0.797,genuine,0.0
rasa_Hindi_Male_022_multi_ra_no_cr_ou.wav,s0=rain; s2=crowd; s3=outdoor,True,3,rain,0.7342,True,8.049,rain,1.0,0.0023,genuine,0.0,2.2167,crowd,1.0,1.9977,human,1.0
rasa_Hindi_Male_023_multi_hu_no_cr_no.wav,s0=human; s2=crowd,True,3,hvac,2.3996,False,1067.7558,human,1.0,0.1169,genuine,0.0,1336.6777,hvac,1.0,1.8831,crowd,1.0
rasa_Hindi_Male_023_multi_hv_hu_no_cr.wav,s0=hvac; s1=human; s3=crowd,True,3,human,0.8963,True,1.989,hvac,1.0,13.7266,human,0.9997,0.011,genuine,0.0,4.1254,crowd,1.0
rasa_Hindi_Male_023_multi_no_hv_no_cr.wav,s1=hvac; s3=crowd,True,2,hvac,6.3606,True,0.7809,genuine,0.0,318.8909,hvac,1.0,1.2191,genuine,0.0,1045.4731,hvac,1.0
rasa_Hindi_Male_023_multi_no_no_ra_no.wav,s2=rain,True,2,rain,4.3824,True,1.758,genuine,0.0,0.242,genuine,0.0,6403.7101,rain,1.0,3.8976,crowd,1.0
rasa_Hindi_Male_024_multi_cr_no_ou_no.wav,s0=crowd; s2=outdoor,True,2,crowd,2.9559,True,368.4047,crowd,1.0,0.7869,genuine,0.0,273.1598,outdoor,1.0,1.2131,genuine,0.0
rasa_Hindi_Male_024_multi_no_no_no_cr.wav,s3=crowd,True,1,hvac,7.1766,False,0.6843,genuine,0.0,1.3157,genuine,0.0,1.4823,genuine,0.0,1307.4282,hvac,1.0
rasa_Hindi_Male_024_multi_no_no_no_ra.wav,s3=rain,True,1,rain,8.0141,True,0.6843,genuine,0.0,1.3157,genuine,0.0,1.4823,genuine,0.0,3022.1628,rain,1.0
rasa_Hindi_Male_024_multi_ra_ou_no_hu.wav,s0=rain; s1=outdoor; s3=human,True,3,rain,1.2582,True,42.5763,rain,1.0,1.9803,outdoor,1.0,0.0197,genuine,0.0,30.5564,human,1.0
rasa_Hindi_Male_025_multi_cr_no_no_no.wav,s0=crowd,True,1,crowd,7.6277,True,2053.2384,crowd,1.0,1.3181,genuine,0.0,1.0902,genuine,0.0,0.9098,genuine,0.0
rasa_Hindi_Male_025_multi_cr_wn_no_hv.wav,s0=crowd; s1=white_noise; s3=hvac,True,3,white_noise,1.039,True,1.9977,crowd,1.0,21.5792,white_noise,1.0,0.0023,genuine,0.0,2.0287,hvac,1.0
rasa_Hindi_Male_025_multi_no_no_no_cr.wav,s3=crowd,True,1,hvac,8.0722,False,1.2535,genuine,0.0,1.0946,genuine,0.0,0.9054,genuine,0.0,3203.0929,hvac,1.0
rasa_Hindi_Male_025_multi_ra_no_no_no.wav,s0=rain,True,1,rain,9.1116,True,9058.8397,rain,1.0,1.3181,genuine,0.0,1.0902,genuine,0.0,0.9098,genuine,0.0
rasa_Hindi_Male_026_multi_hu_no_wn_ou.wav,s0=human; s2=white_noise; s3=outdoor,True,3,outdoor,1.1275,True,8.8242,outdoor,1.0,0.0029,genuine,0.0,7.4977,white_noise,1.0,1.9971,outdoor,1.0
rasa_Hindi_Male_026_multi_no_cr_no_wn.wav,s1=crowd; s3=white_noise,True,2,white_noise,4.2143,True,1.3128,genuine,0.0,1067.4087,crowd,1.0,0.6872,genuine,0.0,4575.4682,white_noise,1.0
rasa_Hindi_Male_026_multi_no_ou_ra_wn.wav,s1=outdoor; s2=rain; s3=white_noise,True,3,rain,0.7343,True,0.0016,genuine,0.0,1.9984,outdoor,0.9998,8.0519,rain,1.0,5.5743,white_noise,1.0
rasa_Hindi_Male_026_multi_no_wn_no_ra.wav,s1=white_noise; s3=rain,True,2,white_noise,4.482,True,1.3128,genuine,0.0,7815.5449,white_noise,1.0,0.6872,genuine,0.0,5735.6199,rain,1.0
rasa_Hindi_Male_027_multi_no_hv_no_wn.wav,s1=hvac; s3=white_noise,True,2,white_noise,3.9572,True,0.9765,genuine,0.0,322.9974,hvac,1.0,1.0235,genuine,0.0,2735.2549,white_noise,1.0
rasa_Hindi_Male_027_multi_no_ra_hu_no.wav,s1=rain; s2=human,True,2,human,3.947,True,1.1563,genuine,0.0,2352.9138,rain,1.0,2679.8814,human,1.0,0.8437,genuine,0.0
rasa_Hindi_Male_027_multi_ou_hv_no_wn.wav,s0=outdoor; s1=hvac; s3=white_noise,True,3,white_noise,0.9157,True,3.1556,outdoor,1.0,1.9946,hvac,1.0,0.0054,genuine,0.0,14.5974,white_noise,1.0
rasa_Hindi_Male_027_multi_wn_no_ou_hv.wav,s0=white_noise; s2=outdoor; s3=hvac,True,3,white_noise,1.1706,True,27.1508,white_noise,1.0,0.0118,genuine,0.0,1.9882,human,0.2925,7.3905,hvac,1.0
rasa_Hindi_Male_028_multi_hv_no_ou_wn.wav,s0=hvac; s2=outdoor; s3=white_noise,True,3,white_noise,0.7507,True,1.9966,hvac,1.0,0.0034,genuine,0.0,3.0217,outdoor,1.0,8.5077,white_noise,1.0
rasa_Hindi_Male_028_multi_ra_wn_hu_no.wav,s0=rain; s1=white_noise; s2=human,True,3,rain,0.495,True,3.4153,rain,1.0,2.1284,white_noise,1.0,1.9997,human,1.0,0.0003,genuine,0.0
rasa_Hindi_Male_028_multi_wn_no_ou_hv.wav,s0=white_noise; s2=outdoor; s3=hvac,True,3,white_noise,0.8176,True,10.6191,white_noise,1.0,0.0038,genuine,0.0,2.7672,outdoor,1.0,1.9962,hvac,1.0
rasa_Hindi_Male_028_multi_wn_ra_cr_no.wav,s0=white_noise; s1=rain; s2=crowd,True,3,rain,0.4973,True,2.9118,white_noise,1.0,3.4462,rain,1.0,1.9996,crowd,1.0,0.0004,genuine,0.0
rasa_Hindi_Male_029_multi_hv_no_no_no.wav,s0=hvac,True,1,hvac,6.2199,True,501.6645,hvac,1.0,1.1529,genuine,0.0,1.5516,genuine,0.0,0.8471,genuine,0.0
rasa_Hindi_Male_029_multi_no_cr_no_no.wav,s1=crowd,True,2,crowd,3.5938,True,0.9193,genuine,0.0,443.0461,crowd,1.0,1.9793,crowd,1.0,1.0807,genuine,0.0
rasa_Hindi_Male_029_multi_no_no_ra_hv.wav,s2=rain; s3=hvac,True,2,rain,4.3679,True,0.7693,genuine,0.0,1.2307,genuine,0.0,6220.5197,rain,1.0,942.4675,hvac,1.0
rasa_Hindi_Male_029_multi_no_ra_hv_cr.wav,s1=rain; s2=hvac; s3=crowd,True,3,rain,0.6209,True,0.0017,genuine,0.0,5.4407,rain,1.0,1.9983,hvac,1.0,2.6869,crowd,1.0
rasa_Hindi_Male_030_multi_cr_no_no_no.wav,s0=crowd,True,2,crowd,5.1628,True,6354.3781,crowd,1.0,0.9515,genuine,0.0,1.0485,genuine,0.0,3.7997,crowd,1.0
rasa_Hindi_Male_030_multi_hu_cr_no_no.wav,s0=human; s1=crowd,True,2,human,4.07,True,3428.1688,human,1.0,1264.9418,hvac,1.0,0.4325,genuine,0.0,1.5675,genuine,0.0
rasa_Hindi_Male_030_multi_no_no_no_cr.wav,s3=crowd,True,2,crowd,5.2999,True,6.8883,crowd,1.0,0.9515,genuine,0.0,1.0485,genuine,0.0,5086.1634,crowd,1.0
rasa_Hindi_Male_030_multi_no_ra_no_no.wav,s1=rain,True,2,rain,3.8738,True,2.8416,crowd,1.0,2315.0792,rain,1.0,0.4325,genuine,0.0,1.5675,genuine,0.0
rasa_Hindi_Male_031_multi_no_cr_no_hu.wav,s1=crowd; s3=human,True,2,outdoor,3.4217,False,0.4972,genuine,0.0,258.8941,crowd,1.0,1.5028,genuine,0.0,936.6447,outdoor,1.0
rasa_Hindi_Male_031_multi_no_hv_no_ra.wav,s1=hvac; s3=rain,True,2,rain,3.4604,True,0.4972,genuine,0.0,623.3536,hvac,1.0,1.5028,genuine,0.0,1012.1087,rain,1.0
rasa_Hindi_Male_031_multi_no_no_wn_no.wav,s2=white_noise,True,2,white_noise,4.0769,True,0.8513,genuine,0.0,2.0635,crowd,1.0,3475.5365,white_noise,1.0,1.1487,genuine,0.0
