file,expected,verdict,correct,conf_real,conf_synthetic,reasoning
genuine_rasa_Hindi_Male_084.png,real,real,True,0.9942,0.0058,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_085.png,real,real,True,0.9902,0.0098,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_086.png,real,real,True,0.9989,0.0011,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_087.png,real,real,True,0.9798,0.0202,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_088.png,real,real,True,0.9854,0.0146,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_089.png,real,real,True,0.9911,0.0089,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_090.png,real,real,True,0.9874,0.0126,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_091.png,real,real,True,0.9913,0.0087,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_092.png,real,real,True,0.9869,0.0131,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_093.png,real,real,True,0.9757,0.0243,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_094.png,real,real,True,0.9802,0.0198,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_095.png,real,real,True,0.9794,0.0206,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_096.png,real,real,True,0.9742,0.0258,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_097.png,real,real,True,0.993,0.007,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_098.png,real,real,True,0.9734,0.0266,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_099.png,real,real,True,0.9943,0.0057,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
genuine_rasa_Hindi_Male_100.png,real,real,True,0.9853,0.0147,"Noise floor is uniform and consistent across all four 30s regions (0–30s, 30–60s, 60–90s, 90–120s). No discontinuity detected."
manipulated_rasa_Hindi_Male_001_removal_end.png,synthetic,synthetic,True,0.0002,0.9998,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_001_removal_mid.png,synthetic,synthetic,True,0.0008,0.9992,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_001_removal_random.png,synthetic,synthetic,True,0.0004,0.9996,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_001_removal_start.png,synthetic,synthetic,True,0.0008,0.9992,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_002_removal_end.png,synthetic,synthetic,True,0.0031,0.9969,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_002_removal_mid.png,synthetic,synthetic,True,0.0012,0.9988,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_002_removal_random.png,synthetic,synthetic,True,0.0136,0.9864,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_002_removal_start.png,synthetic,synthetic,True,0.0006,0.9994,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_003_removal_end.png,synthetic,synthetic,True,0.0031,0.9969,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_003_removal_mid.png,synthetic,synthetic,True,0.0012,0.9988,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_003_removal_random.png,synthetic,synthetic,True,0.0,1.0,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_003_removal_start.png,synthetic,synthetic,True,0.0006,0.9994,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_004_removal_end.png,synthetic,synthetic,True,0.0008,0.9992,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_004_removal_mid.png,synthetic,synthetic,True,0.0138,0.9862,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_004_removal_random.png,synthetic,synthetic,True,0.0002,0.9998,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_004_removal_start.png,synthetic,synthetic,True,0.0009,0.9991,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_005_removal_end.png,synthetic,synthetic,True,0.0048,0.9952,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_005_removal_mid.png,synthetic,synthetic,True,0.0038,0.9962,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_005_removal_random.png,synthetic,synthetic,True,0.0002,0.9998,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_005_removal_start.png,synthetic,synthetic,True,0.0024,0.9976,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_006_removal_end.png,synthetic,synthetic,True,0.0018,0.9982,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_006_removal_mid.png,synthetic,synthetic,True,0.0377,0.9623,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_006_removal_random.png,synthetic,synthetic,True,0.0021,0.9979,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_006_removal_start.png,synthetic,synthetic,True,0.0016,0.9984,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_007_removal_end.png,synthetic,synthetic,True,0.0036,0.9964,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_007_removal_mid.png,synthetic,synthetic,True,0.0029,0.9971,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_007_removal_random.png,synthetic,synthetic,True,0.0005,0.9995,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_007_removal_start.png,synthetic,synthetic,True,0.0224,0.9776,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_008_removal_end.png,synthetic,synthetic,True,0.0078,0.9922,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_008_removal_mid.png,synthetic,synthetic,True,0.0012,0.9988,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_008_removal_random.png,synthetic,synthetic,True,0.0002,0.9998,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_008_removal_start.png,synthetic,synthetic,True,0.0009,0.9991,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_009_removal_end.png,synthetic,synthetic,True,0.0006,0.9994,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_009_removal_mid.png,synthetic,synthetic,True,0.0006,0.9994,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_009_removal_random.png,synthetic,synthetic,True,0.0003,0.9997,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_009_removal_start.png,synthetic,synthetic,True,0.0005,0.9995,"Noise floor shows a dark stripe in the 0–30s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_010_removal_end.png,synthetic,synthetic,True,0.0029,0.9971,"Noise floor shows a dark stripe in the 90–120s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_010_removal_mid.png,synthetic,synthetic,True,0.001,0.999,"Noise floor shows a dark stripe in the 45–75s region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
manipulated_rasa_Hindi_Male_010_removal_random.png,synthetic,synthetic,True,0.0005,0.9995,"Noise floor shows a dark stripe in the a random 30s window region of the bottom panel. This indicates noise was removed from that segment using noisereduce, creating a visible discontinuity compared to the surrounding regions."
